imagen,carpeta,probabilidad_sano,prediccion,clase_predicha,etiqueta_real,clase_real
good_quality_167.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_413.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_127.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_907.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_255.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_288.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_664.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_295.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_711.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_786.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_298.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_936.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_188.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_607.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_867.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1003.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_291.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_232.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_913.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_873.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_267.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_560.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_342.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_581.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_404.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_653.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_354.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_195.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_852.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1082.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_380.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_64.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_756.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1068.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1032.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1069.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_849.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_631.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1015.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_826.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_687.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_212.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1101.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_186.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1040.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_771.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_780.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_463.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_343.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_146.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_736.jpg,good_quality,0.953125,1,Sano,1,Sano
good_quality_923.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_338.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_462.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_597.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_521.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_490.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_11.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_373.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_943.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_161.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_926.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_931.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_758.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_515.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_420.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_150.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_715.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_386.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_69.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_383.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_22.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_583.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_405.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_517.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_24.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_941.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_972.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_175.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_816.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_675.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_866.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_770.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_763.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_651.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1061.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_203.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_694.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_621.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_840.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_151.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_632.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_858.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_513.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_25.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_712.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1087.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_317.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_801.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_493.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_530.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_645.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_427.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_699.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_107.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_122.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_997.jpg,good_quality,0.0703125,0,Desecho,1,Sano
good_quality_789.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_791.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_125.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_487.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_676.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1002.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_417.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_778.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_53.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_135.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_529.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1122.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_307.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1099.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_361.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_956.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_406.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_223.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_951.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_937.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_690.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_152.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_335.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_261.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_57.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_793.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_824.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_109.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_83.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_308.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_86.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_428.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_889.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_390.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_574.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1036.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1094.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1105.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_473.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1045.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_444.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1118.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1120.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_616.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_510.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_396.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_116.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_409.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_77.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_765.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_644.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_939.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_832.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1106.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_606.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1057.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_807.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_707.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_522.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_98.jpg,good_quality,0.9921875,1,Sano,1,Sano
good_quality_471.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1023.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_568.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_215.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_762.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_666.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_813.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_804.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_394.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_395.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_716.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_554.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_382.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_422.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_313.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_566.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1124.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_773.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_654.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_159.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1102.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_739.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_585.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_944.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_35.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_620.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1051.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_524.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_602.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_828.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_339.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1080.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_677.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_887.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_740.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_790.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_779.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1078.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_975.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_533.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_276.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_550.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_68.jpg,good_quality,0.98828125,1,Sano,1,Sano
good_quality_272.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_54.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_882.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_392.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1059.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_482.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_129.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_136.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_562.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_398.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_178.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_211.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_340.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_451.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_360.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_320.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_205.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1019.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_586.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_906.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_686.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1107.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_478.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1028.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_981.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_860.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_691.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_158.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_426.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_375.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_311.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_985.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_491.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_364.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_330.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_177.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_435.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_51.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1008.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_243.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1021.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_93.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_194.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_424.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1035.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_358.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_868.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_500.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_351.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_133.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_719.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_792.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_539.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_198.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_257.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_366.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_182.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_219.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_973.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_777.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_967.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_89.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_974.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_766.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1050.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_477.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_155.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_788.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_809.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_924.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_831.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_1116.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_238.jpg,good_quality,0.99609375,1,Sano,1,Sano
good_quality_102.jpg,good_quality,0.99609375,1,Sano,1,Sano
